,MAE_kW,MAPE_%,MAPE_9a8p_%,MASE,ME_kW,algo,batch,battery_kW,battery_kWh,end,f_kwarg,filename,index,pv_capacity,scons_%,scons_%_nobatt,ssuff_%,ssuff_%_nobatt,start
73,0.0,0.0,0.0,0.0,0.0,perfect,2.0,90.0,135.0,2019-12-31 23:45:00,{},data/45_2.pickle,45.0,56.25,98.43844166073056,66.70197778240168,51.80546085590643,31.40566459926219,2019-01-15 00:00:00
74,0.0,0.0,0.0,0.0,0.0,perfect,2.0,100.0,150.0,2019-12-31 23:45:00,{},data/50_2.pickle,50.0,62.5,98.83936753609643,68.19488500178244,51.81391824530882,32.070282573736414,2019-01-15 00:00:00
75,0.0,0.0,0.0,0.0,0.0,perfect,2.0,110.0,165.0,2019-12-31 23:45:00,{},data/55_2.pickle,55.0,68.75,98.41907421959712,66.5881819215639,51.89569398217499,31.41259997816094,2019-01-15 00:00:00
76,0.0,0.0,0.0,0.0,0.0,perfect,2.0,120.0,180.0,2019-12-31 23:45:00,{},data/60_2.pickle,60.0,75.0,98.07068628153485,65.82103421446055,51.67701216711212,30.993832210479166,2019-01-15 00:00:00
77,0.0,0.0,0.0,0.0,0.0,perfect,2.0,130.0,195.0,2019-12-31 23:45:00,{},data/65_2.pickle,65.0,81.25,98.32284173403201,66.31834179909706,51.885426231777664,31.298216001672547,2019-01-15 00:00:00
78,0.0,0.0,0.0,0.0,0.0,perfect,2.0,140.0,210.0,2019-12-31 23:45:00,{},data/70_2.pickle,70.0,87.5,97.98396656468185,65.58126220829072,51.720251295607184,30.929030008650013,2019-01-15 00:00:00
79,0.0,0.0,0.0,0.0,0.0,perfect,2.0,150.0,225.0,2019-12-31 23:45:00,{},data/75_2.pickle,75.0,93.75,98.0045347398098,65.3008621231512,51.714981729144114,30.754702638029357,2019-01-15 00:00:00
80,0.0,0.0,0.0,0.0,0.0,perfect,2.0,160.0,240.0,2019-12-31 23:45:00,{},data/80_2.pickle,80.0,100.0,97.91348392206548,65.36732115298639,51.79602779580378,30.89319111972562,2019-01-15 00:00:00
81,0.0,0.0,0.0,0.0,0.0,perfect,2.0,170.0,255.0,2019-12-31 23:45:00,{},data/85_2.pickle,85.0,106.25,97.92770736398072,65.2590172748896,51.70191030734658,30.759586230953488,2019-01-15 00:00:00
82,0.0,0.0,0.0,0.0,0.0,perfect,2.0,180.0,270.0,2019-12-31 23:45:00,{},data/90_2.pickle,90.0,112.5,98.0885325846175,65.59555741010017,51.809981706061315,30.947265282897884,2019-01-15 00:00:00
83,0.0,0.0,0.0,0.0,0.0,perfect,2.0,190.0,285.0,2019-12-31 23:45:00,{},data/95_2.pickle,95.0,118.75,98.06319274202579,65.65136827638926,51.83628113838498,31.009910320486572,2019-01-15 00:00:00
84,0.0,0.0,0.0,0.0,0.0,perfect,3.0,4.0,6.0,2019-12-31 23:45:00,{},data/2_3.pickle,2.0,2.5,97.83706715488094,64.12261987680193,51.66465707631045,30.130367000662854,2019-01-15 00:00:00
85,0.0,0.0,0.0,0.0,0.0,perfect,3.0,8.0,12.0,2019-12-31 23:45:00,{},data/4_3.pickle,4.0,5.0,98.49179984740678,68.12348127144426,51.31965551155398,31.855545782813255,2019-01-15 00:00:00
86,0.0,0.0,0.0,0.0,0.0,perfect,3.0,12.0,18.0,2019-12-31 23:45:00,{},data/6_3.pickle,6.0,7.5,98.19008336800685,68.04715879072126,51.351702333318826,31.98704635643538,2019-01-15 00:00:00
87,0.0,0.0,0.0,0.0,0.0,perfect,3.0,16.0,24.0,2019-12-31 23:45:00,{},data/8_3.pickle,8.0,10.0,93.88829123484904,57.894608857028985,50.370316595153895,27.61248949760932,2019-01-15 00:00:00
